"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (127C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (128N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (128C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (129N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (129C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (130N, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (130C, Quinine51) / (126, Quinine51)"	"Abundance Ratio: (131, Quinine51) / (126, Quinine51)"	"Abundance: F6: 126, Sample, Quinine51"	"Abundance: F6: 127N, Sample, Quinine51"	"Abundance: F6: 127C, Sample, Quinine51"	"Abundance: F6: 128N, Sample, Quinine51"	"Abundance: F6: 128C, Sample, Quinine51"	"Abundance: F6: 129N, Sample, Quinine51"	"Abundance: F6: 129C, Sample, Quinine51"	"Abundance: F6: 130N, Sample, Quinine51"	"Abundance: F6: 130C, Sample, Quinine51"	"Abundance: F6: 131, Sample, Quinine51"	"Abundances Count: F6: 126, Sample, Quinine51"	"Abundances Count: F6: 127N, Sample, Quinine51"	"Abundances Count: F6: 127C, Sample, Quinine51"	"Abundances Count: F6: 128N, Sample, Quinine51"	"Abundances Count: F6: 128C, Sample, Quinine51"	"Abundances Count: F6: 129N, Sample, Quinine51"	"Abundances Count: F6: 129C, Sample, Quinine51"	"Abundances Count: F6: 130N, Sample, Quinine51"	"Abundances Count: F6: 130C, Sample, Quinine51"	"Abundances Count: F6: 131, Sample, Quinine51"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot"
"False"	"IsMasterProtein"	"PF3D7_1015900"	"organism=Plasmodium_falciparum_3D7 | product=enolase (ENO) | location=Pf3D7_10_v3:637138-639011(+) | length=446 | sequence_SO=chromosome | SO=protein_coding"	"80.2690582959641"	"33"	"882"	"31"	"1"	"446"	"48.647"	"6.6"	""	"0.941"	"1.126"	"1.142"	"1.012"	"1.043"	"0.902"	"1.032"	"0.985"	"0.792"	"65034.7"	"61227.4"	"73216.7"	"74240.9"	"65835.0"	"67847.8"	"58638.5"	"67107.4"	"64088.3"	"51478.1"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"81"	"146778.927"	"3"	"19411.0636489389"	"33"
"False"	"IsMasterProtein"	"PF3D7_1311800"	"organism=Plasmodium_falciparum_3D7 | product=M1-family alanyl aminopeptidase (M1AAP) | location=Pf3D7_13_v3:501790-505047(+) | length=1085 | sequence_SO=chromosome | SO=protein_coding"	"75.7603686635945"	"74"	"991"	"74"	"1"	"1085"	"125.983"	"7.56"	""	"0.908"	"1.129"	"1.095"	"1.006"	"1.017"	"0.889"	"1.003"	"0.894"	"0.722"	"63352.1"	"57527.8"	"71535.4"	"69398.8"	"63706.4"	"64448.0"	"56334.1"	"63530.0"	"56619.9"	"45716.8"	"177"	"177"	"177"	"177"	"177"	"177"	"177"	"177"	"177"	"177"	"16049.163"	"0"	"17418.9850804379"	"74"
"False"	"IsMasterProtein"	"PF3D7_1462800"	"organism=Plasmodium_falciparum_3D7 | product=glyceraldehyde-3-phosphate dehydrogenase (GAPDH) | location=Pf3D7_14_v3:2559098-2560347(+) | length=337 | sequence_SO=chromosome | SO=protein_coding"	"89.3175074183976"	"33"	"736"	"32"	"1"	"337"	"36.612"	"7.69"	""	"0.903"	"1.185"	"1.151"	"0.992"	"0.954"	"0.889"	"1.015"	"0.903"	"0.693"	"52222.0"	"47177.5"	"61884.8"	"60082.9"	"51807.3"	"49815.9"	"46446.2"	"53007.9"	"47172.8"	"36179.4"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"61"	"111032.632"	"1"	"15182.8538561156"	"33"
"False"	"IsMasterProtein"	"PF3D7_0608800"	"organism=Plasmodium_falciparum_3D7 | product=ornithine aminotransferase (OAT) | location=Pf3D7_06_v3:362635-363879(+) | length=414 | sequence_SO=chromosome | SO=protein_coding"	"82.3671497584541"	"29"	"494"	"29"	"1"	"414"	"46.025"	"6.89"	""	"0.874"	"1.122"	"1.089"	"0.986"	"1.001"	"0.871"	"1.033"	"1.021"	"0.752"	"31975.2"	"27932.5"	"35865.6"	"34813.7"	"31529.8"	"32008.7"	"27848.8"	"33032.2"	"32646.1"	"24033.5"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"70"	"22757.459"	"0"	"10213.0811531541"	"29"
"False"	"IsMasterProtein"	"PF3D7_1029600"	"organism=Plasmodium_falciparum_3D7 | product=adenosine deaminase (ADA) | location=Pf3D7_10_v3:1206302-1207405(+) | length=367 | sequence_SO=chromosome | SO=protein_coding"	"59.9455040871935"	"21"	"536"	"21"	"1"	"367"	"42.438"	"5.69"	""	"0.945"	"1.137"	"1.163"	"1.013"	"1.027"	"0.919"	"1.035"	"0.981"	"0.754"	"53842.9"	"50878.0"	"61230.0"	"62593.5"	"54556.9"	"55283.2"	"49463.6"	"55741.0"	"52817.8"	"40597.2"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"44"	"3479.701"	"0"	"9677.90661432986"	"21"
"False"	"IsMasterProtein"	"PF3D7_1149000"	"organism=Plasmodium_falciparum_3D7 | product=antigen 332, DBL-like protein (Pf332) | location=Pf3D7_11_v3:1950210-1968726(+) | length=6093 | sequence_SO=chromosome | SO=protein_coding"	"37.8467093385853"	"174"	"414"	"174"	"1"	"6093"	"688.87"	"3.89"	""	"0.905"	"1.079"	"1.103"	"1.003"	"1.003"	"0.891"	"1.030"	"0.869"	"0.727"	"28978.2"	"26225.3"	"31275.9"	"31963.9"	"29062.2"	"29076.9"	"25821.4"	"29861.7"	"25175.4"	"21068.1"	"212"	"212"	"212"	"212"	"212"	"212"	"212"	"212"	"212"	"212"	"12.71"	"0"	"9432.28094042351"	"174"
"False"	"IsMasterProtein"	"PF3D7_0207600"	"organism=Plasmodium_falciparum_3D7 | product=serine repeat antigen 5 (SERA5) | location=Pf3D7_02_v3:303593-307027(-) | length=997 | sequence_SO=chromosome | SO=protein_coding"	"56.7703109327984"	"50"	"473"	"49"	"1"	"997"	"111.698"	"5.41"	""	"0.914"	"1.117"	"1.058"	"0.971"	"0.961"	"0.872"	"0.992"	"0.807"	"0.647"	"27052.5"	"24738.8"	"30222.7"	"28631.3"	"26256.7"	"25986.5"	"23596.9"	"26826.1"	"21833.7"	"17500.6"	"98"	"98"	"98"	"98"	"98"	"98"	"98"	"98"	"98"	"98"	"371.759"	"1"	"8329.47075546376"	"50"
"False"	"IsMasterProtein"	"PF3D7_0513300"	"organism=Plasmodium_falciparum_3D7 | product=purine nucleoside phosphorylase (PNP) | location=Pf3D7_05_v3:569182-569919(-) | length=245 | sequence_SO=chromosome | SO=protein_coding"	"82.0408163265306"	"15"	"276"	"15"	"1"	"245"	"26.841"	"6.52"	""	"0.919"	"1.106"	"1.112"	"0.971"	"1.034"	"0.901"	"1.028"	"0.931"	"0.760"	"12558.4"	"11541.8"	"13889.3"	"13961.4"	"12194.9"	"12979.9"	"11319.6"	"12910.7"	"11689.8"	"9542.2"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"84833.29"	"0"	"6898.11397379913"	"15"
"False"	"IsMasterProtein"	"PF3D7_0511800"	"organism=Plasmodium_falciparum_3D7 | product=inositol-3-phosphate synthase (INO1) | location=Pf3D7_05_v3:520720-522693(-) | length=604 | sequence_SO=chromosome | SO=protein_coding"	"57.9470198675497"	"38"	"400"	"38"	"1"	"604"	"69.069"	"7.4"	""	"0.927"	"1.137"	"1.107"	"0.993"	"1.012"	"0.891"	"1.004"	"0.886"	"0.727"	"36071.7"	"33450.3"	"41018.0"	"39920.9"	"35813.8"	"36509.0"	"32152.4"	"36227.5"	"31947.8"	"26240.2"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"87"	"4547.778"	"0"	"6554.01283974735"	"38"
"False"	"IsMasterProtein"	"PF3D7_0520900"	"organism=Plasmodium_falciparum_3D7 | product=S-adenosyl-L-homocysteine hydrolase (SAHH) | location=Pf3D7_05_v3:857038-858477(+) | length=479 | sequence_SO=chromosome | SO=protein_coding"	"43.8413361169102"	"20"	"340"	"20"	"1"	"479"	"53.804"	"5.92"	""	"0.973"	"1.157"	"1.157"	"0.958"	"1.008"	"0.874"	"1.037"	"0.900"	"0.784"	"17655.8"	"17183.8"	"20433.8"	"20424.3"	"16916.3"	"17801.0"	"15438.4"	"18302.7"	"15897.5"	"13835.1"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"42"	"847.343"	"0"	"6114.26510947066"	"20"
